Local time in Coimbra / Cernache,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.06.2018 11:00,"15,4","750,7","766,0","-0,2",79,Wind blowing from the north,2,,5,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
01.06.2018 10:00,"14,6","750,9","766,2","0,2",80,Wind blowing from the north-northeast,3,,6,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
01.06.2018 09:00,"14,2","750,8","766,2","0,2",82,Wind blowing from the north,2,,5,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
01.06.2018 08:00,"13,4","750,9","766,3","0,4",83,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
01.06.2018 07:00,"12,5","750,7","766,1","0,3",92,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
01.06.2018 06:00,"10,3","750,6","766,1","-0,1",99,Wind blowing from the north,1,,,,,,,"9,9",,,,,,,,"10,2",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"7,0",,
01.06.2018 05:00,"10,1","750,5","766,0","-0,3",99,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
01.06.2018 04:00,"10,9","750,4","766,0","-0,6",95,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
01.06.2018 03:00,"11,1","750,7","766,2","-0,4",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
01.06.2018 02:00,"11,5","750,8","766,3","-0,5",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,9",No precipitation,1,,,,
01.06.2018 01:00,"11,9","751,0","766,4","-0,3",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
01.06.2018 00:00,"11,7","751,1","766,6","-0,1",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
31.05.2018 23:00,"12,1","751,3","766,7","0,5",92,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"10,8",No precipitation,1,,,,
31.05.2018 22:00,"12,1","751,3","766,7","0,6",94,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
31.05.2018 21:00,"12,3","751,2","766,6","0,8",93,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"11,2",3,12,,,,
31.05.2018 20:00,"13,5","750,8","766,2","0,4",80,Wind blowing from the west,1,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
31.05.2018 19:00,"14,9","750,7","766,0","0,1",73,Wind blowing from the west,3,,6,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
31.05.2018 18:00,"15,3","750,4","765,7","-0,2",82,Wind blowing from the west-northwest,2,,6,,,,,,"17,5",,,,,,,"12,3",3,12,,,,
31.05.2018 17:00,"16,2","750,4","765,5","-0,2",77,Wind blowing from the west,3,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
31.05.2018 16:00,"15,8","750,6","765,9","0,5",87,Wind blowing from the west-northwest,3,,5,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
31.05.2018 15:00,"14,7","750,6","765,9","0,4",98,Wind blowing from the west,3,,7,,,,,,,,,,,,,"14,4","0,6",1,,,,
31.05.2018 14:00,"14,1","750,6","765,9","0,2",98,Wind blowing from the west,4,6,8,,,,,,,,,,,,,"13,8","0,1",1,,,,
31.05.2018 13:00,"15,8","750,1","765,4","-0,2",96,Wind blowing from the west,4,7,7,,,,,,,,,,,,,"15,2","0,3",1,,,,
31.05.2018 12:00,"15,7","750,2","765,4","0,1",94,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"14,8",2,6,,,,
31.05.2018 11:00,"16,4","750,4","765,5","0,6",89,Wind blowing from the west,2,,,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
31.05.2018 10:00,"15,8","750,3","765,5","0,7",91,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
31.05.2018 09:00,"15,5","750,1","765,3","0,9",89,Wind blowing from the west-southwest,2,,5,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
31.05.2018 08:00,"15,3","749,8","765,1","0,9",93,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
31.05.2018 07:00,"14,0","749,6","764,9","0,9",97,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
31.05.2018 06:00,"13,5","749,2","764,5","0,3",98,"Calm, no wind",0,,,,,,,"13,3",,,,,,,,"13,2","0,2",12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"13,0",,
31.05.2018 05:00,"13,5","748,9","764,2","-0,2",97,"Calm, no wind",0,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
31.05.2018 04:00,"13,4","748,7","764,1","-0,5",99,"Calm, no wind",0,,,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
31.05.2018 03:00,"13,8","748,9","764,2","-0,6",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
31.05.2018 02:00,"13,8","749,1","764,4","-0,4",97,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"13,3","0,2",1,,,,
31.05.2018 01:00,"14,0","749,2","764,5","-0,3",95,Wind blowing from the south,1,,,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
31.05.2018 00:00,"13,8","749,5","764,8","0,2",94,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
30.05.2018 23:00,"14,0","749,5","764,8","0,6",93,"Calm, no wind",0,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
30.05.2018 22:00,"14,0","749,5","764,8","0,9",91,Wind blowing from the west,1,,,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
30.05.2018 21:00,"14,1","749,3","764,6","0,9",90,Wind blowing from the west,1,,,,,,,,,,,,,,,"12,5","0,2",12,,,,
30.05.2018 20:00,"15,0","748,9","764,2","0,7",85,Wind blowing from the west-northwest,2,,5,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
30.05.2018 19:00,"15,6","748,6","763,9","0,5",83,Wind blowing from the west,2,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
30.05.2018 18:00,"15,4","748,4","763,6","0,2",87,Wind blowing from the west,2,,5,,,,,,"17,2",,,,,,,"13,2","0,2",12,,,,
30.05.2018 17:00,"16,7","748,2","763,3","-0,1",80,Wind blowing from the west,3,6,6,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
30.05.2018 16:00,"16,8","748,1","763,3","-0,2",77,Wind blowing from the west,2,,5,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
30.05.2018 15:00,"16,4","748,2","763,3","-0,1",88,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
30.05.2018 14:00,"15,7","748,3","763,6","0,2",90,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
30.05.2018 13:00,"14,8","748,3","763,6","0,4",97,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"14,3","0,2",1,,,,
30.05.2018 12:00,"16,0","748,3","763,4","0,7",84,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
30.05.2018 11:00,"16,0","748,1","763,3","0,7",83,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
30.05.2018 10:00,"14,5","747,9","763,1","0,7",94,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
30.05.2018 09:00,"14,2","747,6","762,8","0,8",95,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
30.05.2018 08:00,"14,1","747,4","762,7","0,7",96,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
30.05.2018 07:00,"13,8","747,2","762,5","0,5",99,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
30.05.2018 06:00,"13,8","746,8","762,1","0,0",99,Wind blowing from the west-northwest,1,,,,,,,"13,5",,,,,,,,"13,6","0,1",12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"14,0",,
30.05.2018 05:00,"13,6","746,7","762,0","-0,2",99,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
30.05.2018 04:00,"13,6","746,7","762,0","-0,4",99,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"13,4","0,1",1,,,,
30.05.2018 03:00,"13,7","746,8","762,1","-0,6",99,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
30.05.2018 02:00,"13,8","746,9","762,2","-0,6",98,Wind blowing from the west,1,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
30.05.2018 01:00,"13,9","747,1","762,4","-0,5",98,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
30.05.2018 00:00,"14,1","747,4","762,7","0,1",97,Wind blowing from the north-west,2,,5,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
29.05.2018 23:00,"13,8","747,5","762,7","0,5",99,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
29.05.2018 22:00,"14,0","747,6","762,9","0,9",94,Wind blowing from the north-west,3,,6,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
29.05.2018 21:00,"14,5","747,3","762,5","0,9",91,Wind blowing from the west-northwest,3,,5,,,,,,,,,,,,,"13,0","0,8",12,,,,
29.05.2018 20:00,"14,8","747,0","762,1","0,6",87,Wind blowing from the north-west,3,6,7,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
29.05.2018 19:00,"15,6","746,7","761,9","0,2",81,Wind blowing from the west-northwest,3,5,6,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
29.05.2018 18:00,"17,2","746,4","761,5","-0,2",75,Wind blowing from the west-northwest,4,7,7,,,,,,"17,9",,,,,,,"12,7","0,8",12,,,,
29.05.2018 17:00,"16,4","746,4","761,5","-0,4",84,Wind blowing from the north,1,,5,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
29.05.2018 16:00,"15,9","746,5","761,5","-0,4",86,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,6","0,7",1,,,,
29.05.2018 15:00,"15,8","746,6","761,8","-0,5",87,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,6","0,1",1,,,,
29.05.2018 14:00,"17,3","746,8","761,8","-0,4",77,Wind blowing from the west-northwest,2,,5,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
29.05.2018 13:00,"16,8","746,9","762,1","-0,3",76,Wind blowing from the west,3,,5,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
29.05.2018 12:00,"17,1","747,1","762,1","-0,1",74,Wind blowing from the west-northwest,3,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
29.05.2018 11:00,"16,5","747,2","762,4","0,0",75,Wind blowing from the north,2,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
29.05.2018 10:00,"15,1","747,2","762,4","0,2",85,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
29.05.2018 09:00,"14,3","747,2","762,4","0,4",89,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
29.05.2018 08:00,"14,4","747,2","762,4","0,5",88,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
29.05.2018 07:00,"13,5","747,0","762,3","0,3",94,Wind blowing from the west,1,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
29.05.2018 06:00,"13,0","746,8","762,1","-0,1",96,Wind blowing from the west,1,,,,,,,"12,2",,,,,,,,"12,3",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"10,0",,
29.05.2018 05:00,"12,9","746,7","762,0","-0,5",97,"Calm, no wind",0,,,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
29.05.2018 04:00,"12,9","746,7","762,0","-0,7",97,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
29.05.2018 03:00,"12,9","746,9","762,2","-0,8",94,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
29.05.2018 02:00,"12,9","747,2","762,5","-0,7",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
29.05.2018 01:00,"12,9","747,4","762,7","-0,8",93,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
29.05.2018 00:00,"12,3","747,7","763,1","-0,3",96,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
28.05.2018 23:00,"12,6","747,9","763,3","0,2",92,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
28.05.2018 22:00,"13,6","748,2","763,5","0,8",91,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
28.05.2018 21:00,"13,9","748,0","763,3","1,1",88,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"11,9",No precipitation,12,,,,
28.05.2018 20:00,"14,0","747,7","763,0","0,9",84,Wind blowing from the north-west,2,,6,,,,,,,,,,,,,"11,3",No precipitation,1,,,,
28.05.2018 19:00,"14,5","747,4","762,7","0,6",82,Wind blowing from the west-northwest,3,,8,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
28.05.2018 18:00,"16,2","746,9","762,1","0,1",77,Wind blowing from the north-west,4,7,8,,,,,,"18,8",,,,,,,"12,1",No precipitation,1,,,,
28.05.2018 17:00,"16,2","746,8","761,9","-0,1",72,Wind blowing from the north-west,5,9,9,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
28.05.2018 16:00,"16,4","746,8","761,9","-0,2",74,Wind blowing from the west-northwest,4,6,8,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
28.05.2018 15:00,"17,6","746,8","761,8","-0,5",71,Wind blowing from the west-northwest,4,7,9,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
28.05.2018 14:00,"17,5","746,9","762,0","-0,5",71,Wind blowing from the north-west,4,7,8,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
28.05.2018 13:00,"17,9","747,0","762,1","-0,5",67,Wind blowing from the north-west,5,8,8,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
28.05.2018 12:00,"17,7","747,3","762,4","-0,2",66,Wind blowing from the north-west,4,6,7,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
28.05.2018 11:00,"17,4","747,4","762,4","-0,3",69,Wind blowing from the north-northwest,3,,6,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
28.05.2018 10:00,"17,7","747,5","762,6","-0,1",67,Wind blowing from the north,2,,6,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
28.05.2018 09:00,"16,3","747,5","762,7","0,1",76,Wind blowing from the north,2,,7,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
28.05.2018 08:00,"14,6","747,7","762,9","0,3",83,Wind blowing from the north,2,,5,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
28.05.2018 07:00,"13,7","747,6","762,9","0,1",93,Wind blowing from the north,2,,,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
28.05.2018 06:00,"13,0","747,4","762,7","-0,3",94,Wind blowing from the north,1,,,,,,,"12,7",,,,,,,,"12,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"13,0",,
28.05.2018 05:00,"12,9","747,4","762,7","-0,6",95,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
28.05.2018 04:00,"12,8","747,5","762,8","-0,9",93,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
28.05.2018 03:00,"12,9","747,7","763,1","-1,1",93,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
28.05.2018 02:00,"12,9","748,0","763,3","-0,9",91,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
28.05.2018 01:00,"13,2","748,4","763,7","-0,7",90,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
28.05.2018 00:00,"13,3","748,8","764,2","0,0",89,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
27.05.2018 23:00,"13,4","748,9","764,3","0,6",87,Wind blowing from the north-west,2,,5,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
27.05.2018 22:00,"13,3","749,1","764,4","0,9",83,Wind blowing from the north-northwest,3,,5,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
27.05.2018 21:00,"13,7","748,8","764,1","0,9",80,Wind blowing from the north-northwest,2,,7,,,,,,,,,,,,,"10,3",No precipitation,12,,,,
27.05.2018 20:00,"13,8","748,3","763,6","0,5",79,Wind blowing from the north-west,4,6,6,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
27.05.2018 19:00,"14,3","748,2","763,4","0,6",81,Wind blowing from the north-northwest,4,8,8,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
27.05.2018 18:00,"14,9","747,9","763,1","0,4",79,Wind blowing from the north-northwest,4,8,8,,,,,,"18,4",,,,,,,"11,3",No precipitation,1,,,,
27.05.2018 17:00,"15,1","747,8","763,0","0,4",81,Wind blowing from the north-northwest,3,7,8,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
27.05.2018 16:00,"16,2","747,6","762,7","0,0",82,Wind blowing from the north-west,4,7,8,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
27.05.2018 15:00,"16,9","747,5","762,6","-0,2",82,Wind blowing from the north-northwest,5,,8,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
27.05.2018 14:00,"17,5","747,4","762,5","-0,5",82,Wind blowing from the north-west,4,8,8,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
27.05.2018 13:00,"17,8","747,6","762,7","-0,1",80,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
27.05.2018 12:00,"17,2","747,7","762,8","0,1",81,Wind blowing from the west,3,,5,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
27.05.2018 11:00,"17,4","747,9","763,0","0,5",79,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
27.05.2018 10:00,"16,6","747,7","762,9","0,7",80,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
27.05.2018 09:00,"15,7","747,6","762,8","1,1",87,Wind blowing from the west,1,,,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
27.05.2018 08:00,"14,7","747,4","762,7","1,3",94,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
27.05.2018 07:00,"14,3","747,0","762,2","1,1",96,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
27.05.2018 06:00,"14,2","746,5","761,8","0,6",98,Wind blowing from the west-northwest,2,,,,,,,"14,0",,,,,,,,"13,9",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"14,0",,
27.05.2018 05:00,"14,2","746,1","761,4","0,4",97,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
27.05.2018 04:00,"14,1","745,9","761,2","0,0",97,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
27.05.2018 03:00,"14,1","745,9","761,2","-0,2",99,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
27.05.2018 02:00,"14,2","745,7","760,9","-0,5",99,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
27.05.2018 01:00,"14,3","745,9","761,2","-0,3",99,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
27.05.2018 00:00,"14,5","746,1","761,3","0,2",98,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
26.05.2018 23:00,"14,7","746,2","761,3","0,6",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
26.05.2018 22:00,"15,0","746,2","761,3","0,7",95,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
26.05.2018 21:00,"15,5","745,9","761,1","0,7",91,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"14,1","0,2",12,,,,
26.05.2018 20:00,"16,6","745,6","760,7","0,4",86,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
26.05.2018 19:00,"18,0","745,5","760,5","0,3",79,Wind blowing from the west,2,,,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
26.05.2018 18:00,"18,3","745,2","760,2","0,0",79,Wind blowing from the west,1,,,,,,,,"20,3",,,,,,,"14,6","0,2",12,,,,
26.05.2018 17:00,"18,4","745,2","760,2","0,1",75,Wind blowing from the south-west,1,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
26.05.2018 16:00,"18,9","745,2","760,2","0,2",75,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
26.05.2018 15:00,"17,9","745,2","760,3","0,2",78,Wind blowing from the west-southwest,2,,6,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
26.05.2018 14:00,"19,0","745,1","760,0","0,1",73,Wind blowing from the west-southwest,4,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
26.05.2018 13:00,"19,5","745,0","760,0","-0,1",77,Wind blowing from the west-northwest,3,,,,,,,,,,,,,,,"15,3",No precipitation,1,,,,
26.05.2018 12:00,"17,9","745,0","760,0","-0,2",82,Wind blowing from the west,2,,5,,,,,,,,,,,,,"14,7","0,2",6,,,,
26.05.2018 11:00,"19,9","745,0","759,9","-0,1",73,Wind blowing from the north,2,,5,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
26.05.2018 10:00,"18,4","745,1","760,0","0,2",80,Wind blowing from the north,2,,,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
26.05.2018 09:00,"17,1","745,2","760,3","0,3",84,Wind blowing from the south-west,1,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
26.05.2018 08:00,"15,3","745,1","760,3","0,5",96,"Calm, no wind",0,,,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
26.05.2018 07:00,"14,4","744,9","760,0","0,5",99,"Calm, no wind",0,,,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
26.05.2018 06:00,"13,8","744,9","760,1","0,6",99,Wind blowing from the east-southeast,1,,,,,,,"12,9",,,,,,,,"13,7",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"10,0",,
26.05.2018 05:00,"13,3","744,6","759,9","0,1",99,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
26.05.2018 04:00,"13,3","744,4","759,7","-0,3",100,"Calm, no wind",0,,,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
26.05.2018 03:00,"13,7","744,3","759,5","-0,7",99,"Calm, no wind",0,,,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
26.05.2018 02:00,"13,3","744,5","759,7","-0,7",99,Wind blowing from the east,1,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
26.05.2018 01:00,"13,2","744,7","760,0","-0,5",99,"Calm, no wind",0,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
26.05.2018 00:00,"13,9","745,0","760,3","-0,1",97,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
25.05.2018 23:00,"14,2","745,2","760,4","0,5",97,Wind blowing from the south,1,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
25.05.2018 22:00,"14,5","745,2","760,4","0,4",96,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
25.05.2018 21:00,"14,9","745,1","760,3","0,8",95,"Calm, no wind",0,,,,,,,,,,,,,,,"14,1",27,12,,,,
25.05.2018 20:00,"15,2","744,7","759,9","0,3",92,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
25.05.2018 19:00,"16,1","744,8","759,9","0,4",87,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
25.05.2018 18:00,"16,5","744,3","759,4","0,1",90,"Calm, no wind",0,,,,,,,,"22,6",,,,,,,"14,9",27,12,,,,
25.05.2018 17:00,"15,1","744,4","759,6","0,0",95,Wind blowing from the north,3,,9,,,,,,,,,,,,,"14,3",21,1,,,,
25.05.2018 16:00,"16,6","744,4","759,4","-0,6",90,Wind blowing from the north-northwest,3,6,6,,,,,,,,,,,,,"14,9",5,1,,,,
25.05.2018 15:00,"20,5","744,2","759,1","-1,0",61,Wind blowing from the west,2,,5,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
25.05.2018 14:00,"20,8","744,4","759,2","-1,0",60,Wind blowing from the north,2,,5,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
25.05.2018 13:00,"19,2","745,0","760,0","-0,1",64,Wind blowing from the north,2,,5,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
25.05.2018 12:00,"18,6","745,2","760,1","0,0",70,Wind blowing from the north,3,,5,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
25.05.2018 11:00,"17,5","745,4","760,4","0,3",78,Wind blowing from the south,3,5,5,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
25.05.2018 10:00,"15,5","745,1","760,3","0,4",86,Wind blowing from the south,3,6,6,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
25.05.2018 09:00,"14,9","745,2","760,3","1,2",89,Wind blowing from the south,4,6,6,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
25.05.2018 08:00,"14,4","745,1","760,3","0,9",92,Wind blowing from the south,3,,5,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
25.05.2018 07:00,"14,3","744,7","760,0","0,7",97,Wind blowing from the south,2,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
25.05.2018 06:00,"14,1","744,0","759,2","-0,1",98,Wind blowing from the north,2,,,,,,,"14,0",,,,,,,,"13,8",5,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"14,0",,
25.05.2018 05:00,"14,1","744,2","759,4","-0,2",99,Wind blowing from the west,1,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
25.05.2018 04:00,"14,3","744,0","759,2","-0,2",98,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
25.05.2018 03:00,"14,3","744,1","759,3","-0,4",99,Wind blowing from the south,2,,,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
25.05.2018 02:00,"14,6","744,4","759,5","-0,4",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
25.05.2018 01:00,"14,3","744,2","759,4","-0,8",99,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"14,1","0,3",1,,,,
25.05.2018 00:00,"14,9","744,5","759,7","-0,1",99,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"14,7",5,6,,,,
