Local time in Evora,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.10.2018 03:00,"13,0","740,4","762,3","-0,9",61,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"5,6",No precipitation,1,,,,
05.10.2018 00:00,"15,3","741,3","763,1","-0,1",54,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
04.10.2018 21:00,"19,1","741,4","762,9","0,5",44,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"6,5",No precipitation,12,,,,
04.10.2018 18:00,"26,4","740,9","761,9","-0,4",27,Wind blowing from the west-southwest,4,,7,,,,,,"32,3",,,,,,,"6,0",No precipitation,1,,,,
04.10.2018 15:00,"32,0","741,3","761,9","-1,2",18,Wind blowing from the south-west,3,6,7,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
04.10.2018 12:00,"29,5","742,5","763,3","-0,9",24,Wind blowing from the south-west,4,,6,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
04.10.2018 09:00,"20,5","743,4","764,8","1,1",65,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
04.10.2018 06:00,"11,1","742,3","764,5","0,0",100,Wind blowing from the west,1,,,,,,,"11,1",,,,,,,,"11,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"6,0",,
04.10.2018 03:00,"12,9","742,3","764,3","-0,8",92,"Calm, no wind",0,,,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
04.10.2018 00:00,"14,6","743,1","765,0","-0,2",83,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
03.10.2018 21:00,"18,6","743,3","764,9","0,5",37,Wind blowing from the west,2,,,,,,,,,,,,,,,"3,6",No precipitation,12,,,,
03.10.2018 18:00,"28,1","742,8","763,7","-0,2",14,Wind blowing from the south-east,1,,,,,,,,"31,1",,,,,,,"-2,0",No precipitation,1,,,,
03.10.2018 15:00,"30,4","743,0","763,8","-1,4",12,Wind blowing from the north,3,,6,,,,,,,,,,,,,"-1,7",No precipitation,1,,,,
03.10.2018 12:00,"29,3","744,4","765,3","-0,3",12,Wind blowing from the east,4,7,7,,,,,,,,,,,,,"-2,5",No precipitation,1,,,,
03.10.2018 09:00,"22,6","744,7","766,0","1,0",19,Wind blowing from the east,2,,,,,,,,,,,,,,,"-2,2",No precipitation,1,,,,
03.10.2018 06:00,"14,3","743,7","765,6","0,2",26,Wind blowing from the east-northeast,2,,,,,,,"13,9",,,,,,,,"-4,9",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"5,0",,
03.10.2018 03:00,"17,1","743,5","765,2","-0,3",23,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"-4,2",No precipitation,1,,,,
03.10.2018 00:00,"17,4","743,8","765,4","0,4",29,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"-0,8",No precipitation,1,,,,
02.10.2018 21:00,"20,7","743,4","764,8","1,1",27,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"0,9",No precipitation,12,,,,
02.10.2018 18:00,"26,5","742,3","763,3","0,0",20,Wind blowing from the east,3,,,,,,,,"32,3",,,,,,,"1,4",No precipitation,1,,,,
02.10.2018 15:00,"32,0","742,3","762,9","-1,0",17,Wind blowing from the north,1,,,,,,,,,,,,,,,"4,2",No precipitation,1,,,,
02.10.2018 12:00,"29,3","743,3","764,1","-0,2",20,Wind blowing from the north,3,,6,,,,,,,,,,,,,"3,9",No precipitation,1,,,,
02.10.2018 09:00,"23,8","743,5","764,7","1,3",24,Wind blowing from the east,4,7,7,,,,,,,,,,,,,"1,8",No precipitation,1,,,,
02.10.2018 06:00,"15,4","742,2","764,0","0,5",46,Wind blowing from the north-east,2,,,,,,,"14,8",,,,,,,,"3,7",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"8,0",,
02.10.2018 03:00,"16,6","741,7","763,4","-0,3",45,Wind blowing from the north,2,,,,,,,,,,,,,,,"4,7",No precipitation,1,,,,
02.10.2018 00:00,"19,5","742,0","763,5","0,1",48,Wind blowing from the north,3,,7,,,,,,,,,,,,,"8,1",No precipitation,1,,,,
01.10.2018 21:00,"22,5","741,9","763,2","0,8",44,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"9,5",No precipitation,12,,,,
01.10.2018 18:00,"27,8","741,1","761,9","0,1",25,Wind blowing from the north,2,,6,,,,,,"32,9",,,,,,,"6,0",No precipitation,1,,,,
01.10.2018 15:00,"32,5","741,0","761,5","-1,3",18,Wind blowing from the north,3,5,7,,,,,,,,,,,,,"5,5",No precipitation,1,,,,
01.10.2018 12:00,"30,9","742,3","763,0","-0,3",25,Wind blowing from the north,2,,6,,,,,,,,,,,,,"8,9",No precipitation,1,,,,
01.10.2018 09:00,"24,6","742,6","763,8","0,8",50,Wind blowing from the north,3,,6,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
01.10.2018 06:00,"14,1","741,8","763,7","0,2",97,Wind blowing from the north-east,1,,,,,,,"13,6",,,,,,,,"13,7",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"10,0",,
01.10.2018 03:00,"15,7","741,6","763,3","-0,5",87,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
01.10.2018 00:00,"18,0","742,1","763,7","0,1",79,Wind blowing from the west-northwest,1,,5,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
30.09.2018 21:00,"22,1","742,0","763,3","1,1",62,Wind blowing from the north-northwest,2,,7,,,,,,,,,,,,,"14,4",No precipitation,12,,,,
30.09.2018 18:00,"28,6","740,9","761,8","0,1",37,Wind blowing from the west-northwest,4,,7,,,,,,"32,3",,,,,,,"12,4",No precipitation,1,,,,
30.09.2018 15:00,"31,0","740,8","761,4","-0,8",33,Wind blowing from the north,2,,7,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
30.09.2018 12:00,"29,4","741,6","762,4","-0,5",37,Wind blowing from the west,4,6,6,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
30.09.2018 09:00,"21,7","742,1","763,4","1,3",59,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
30.09.2018 06:00,"14,1","740,8","762,6","0,7",88,Wind blowing from the north-northwest,1,,,,,,,"14,0",,,,,,,,"12,2",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"10,0",,
30.09.2018 03:00,"16,4","740,1","761,8","-0,1",79,Wind blowing from the west,2,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
30.09.2018 00:00,"17,0","740,2","761,8","0,1",76,Wind blowing from the north,2,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
29.09.2018 21:00,"21,4","740,1","761,4","1,1",65,Wind blowing from the west,2,,5,,,,,,,,,,,,,"14,5",No precipitation,12,,,,
29.09.2018 18:00,"27,4","739,0","759,9","0,0",44,Wind blowing from the west,4,,8,,,,,,"32,1",,,,,,,"14,1",No precipitation,1,,,,
29.09.2018 15:00,"32,1","739,0","759,6","-1,5",32,Wind blowing from the north,3,,5,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
29.09.2018 12:00,"29,4","740,5","761,2","-0,6",41,Wind blowing from the north,2,,,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
29.09.2018 09:00,"22,7","741,1","762,3","0,8",51,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
29.09.2018 06:00,"15,0","740,3","762,1","0,1",76,"Calm, no wind",0,,,,,,,"15,0",,,,,,,,"10,7",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"11,0",,
29.09.2018 03:00,"17,3","740,2","761,8","-0,6",65,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
29.09.2018 00:00,"20,6","740,8","762,2","-0,2",62,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
28.09.2018 21:00,"24,6","741,0","762,1","0,5",56,Wind blowing from the north-northwest,3,,8,,,,,,,,,,,,,"15,1",No precipitation,12,,,,
28.09.2018 18:00,"28,5","740,5","761,3","-0,6",30,Wind blowing from the east-southeast,3,,7,,,,,,"33,8",,,,,,,"9,5",No precipitation,1,,,,
28.09.2018 15:00,"32,5","741,1","761,6","-1,8",23,Wind blowing from the east,3,6,11,,,,,,,,,,,,,"8,6",No precipitation,1,,,,
28.09.2018 12:00,"31,2","742,9","763,6","-0,9",27,Wind blowing from the east,5,8,8,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","9,9",No precipitation,1,,,,
28.09.2018 09:00,"24,8","743,8","765,0","0,5",56,Wind blowing from the east,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.","25,0","15,5",No precipitation,1,,,,
28.09.2018 06:00,"18,5","743,3","764,9","-0,2",79,Wind blowing from the north,2,,,,,,,"18,4",,,,,,,,"14,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"15,0",,
28.09.2018 03:00,"19,0","743,5","765,1","-0,9",71,Wind blowing from the east,2,,,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
28.09.2018 00:00,"22,6","744,4","765,7","-0,6",58,Wind blowing from the north,3,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
27.09.2018 21:00,"23,6","745,0","766,3","0,3",54,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,6",No precipitation,12,,,,
27.09.2018 18:00,"28,4","744,7","765,7","-0,8",40,Wind blowing from the east-northeast,3,5,7,,,,,,"31,9",,,,,,,"13,4",No precipitation,1,,,,
27.09.2018 15:00,"31,2","745,5","766,3","-1,6",37,Wind blowing from the north,2,5,8,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
27.09.2018 12:00,"29,2","747,1","768,1","-0,8",44,Wind blowing from the east,3,,7,40%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","25,0","15,6",No precipitation,1,,,,
27.09.2018 09:00,"25,1","747,9","769,1","1,1",62,Wind blowing from the east,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","17,3",No precipitation,1,,,,
27.09.2018 06:00,"18,4","746,8","768,5","0,0",86,Wind blowing from the east,2,,,,,,,"18,1",,,,,,,,"16,0",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"15,0",,
27.09.2018 03:00,"19,9","746,8","768,3","-0,2",77,Wind blowing from the north,2,,5,,,,,,,,,,,,,"15,7",No precipitation,1,,,,
27.09.2018 00:00,"22,4","747,0","768,4","0,7",70,Wind blowing from the south-west,3,5,9,,,,,,,,,,,,,"16,6",No precipitation,1,,,,
26.09.2018 21:00,"27,3","746,3","767,3","1,7",47,Wind blowing from the east,5,10,10,,,,,,,,,,,,,"15,1",No precipitation,12,,,,
26.09.2018 18:00,"30,2","744,6","765,4","0,3",38,Wind blowing from the south-east,6,9,9,,,,,,"34,4",,,,,,,"14,5",No precipitation,1,,,,
26.09.2018 15:00,"33,4","744,3","764,8","-1,1",30,Wind blowing from the north,3,5,6,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
26.09.2018 12:00,"31,5","745,4","766,1","-0,2",38,Wind blowing from the south-east,3,6,6,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.","25,0","15,4",No precipitation,1,,,,
26.09.2018 09:00,"25,4","745,6","766,8","1,5",54,Wind blowing from the east,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","15,5",No precipitation,1,,,,
26.09.2018 06:00,"17,7","744,1","765,7","0,5",80,Wind blowing from the north-east,1,,,,,,,"16,7",,,,,,,,"14,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"13,0",,
26.09.2018 03:00,"18,2","743,6","765,2","-0,3",74,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
26.09.2018 00:00,"19,3","743,9","765,5","0,7",65,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
25.09.2018 21:00,"23,5","743,2","764,4","1,5",47,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"11,4",No precipitation,12,,,,
25.09.2018 18:00,"31,7","741,7","762,4","0,0",27,Wind blowing from the west-southwest,5,,9,,,,,,"37,2",,,,,,,"10,5",No precipitation,1,,,,
25.09.2018 15:00,"36,8","741,7","762,0","-1,5",20,Wind blowing from the north,1,,6,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
25.09.2018 12:00,"35,1","743,2","763,6","-0,3",22,Wind blowing from the north,3,,7,no clouds,,,,,,,,,,,"25,0","10,3",No precipitation,1,,,,
25.09.2018 09:00,"29,0","743,5","764,3","1,1",33,Wind blowing from the south,2,,5,no clouds,,,,,,,,,,,"20,0","11,1",No precipitation,1,,,,
25.09.2018 06:00,"18,4","742,4","763,9","0,4",65,Wind blowing from the north-northeast,1,,,,,,,"17,8",,,,,,,,"11,6",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"13,0",,
25.09.2018 03:00,"19,3","742,0","763,6","-0,3",60,"Calm, no wind",0,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
25.09.2018 00:00,"23,4","742,3","763,5","0,3",46,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
24.09.2018 21:00,"26,2","742,0","763,0","0,5",38,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"10,6",No precipitation,12,,,,
24.09.2018 18:00,"33,8","741,5","762,0","-0,4",22,Wind blowing from the east,1,,,,,,,,"38,6",,,,,,,"9,4",No precipitation,1,,,,
24.09.2018 15:00,"37,3","741,9","762,1","-1,6",19,Wind blowing from the north,1,,5,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
24.09.2018 12:00,"35,5","743,5","763,9","-0,3",22,Wind blowing from the north,1,,,no clouds,,,,,,,,,,,"20,0","10,9",No precipitation,1,,,,
24.09.2018 09:00,"30,0","743,8","764,5","0,6",27,Wind blowing from the east,3,,,no clouds,,,,,,,,,,,"20,0","8,8",No precipitation,1,,,,
24.09.2018 06:00,"21,1","743,2","764,6","0,0",54,Wind blowing from the north,2,,,,,,,"21,1",,,,,,,,"11,4",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"16,0",,
24.09.2018 03:00,"22,2","743,2","764,5","-0,4",51,Wind blowing from the north,3,,5,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
24.09.2018 00:00,"25,1","743,6","764,7","-0,2",43,Wind blowing from the north,3,5,6,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
23.09.2018 21:00,"28,0","743,8","764,7","0,9",39,Wind blowing from the north-northwest,4,7,7,,,,,,,,,,,,,"12,6",No precipitation,12,,,,
23.09.2018 18:00,"32,9","742,9","763,5","-0,1",26,Wind blowing from the north-northeast,1,,,,,,,,"38,3",,,,,,,"11,1",No precipitation,1,,,,
23.09.2018 15:00,"36,3","743,0","763,3","-1,4",20,Wind blowing from the north,2,7,7,,,,,,,,,,,,,"10,2",No precipitation,1,,,,
23.09.2018 12:00,"35,6","744,4","764,8","-0,7",25,Wind blowing from the north,1,,5,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
23.09.2018 09:00,"27,7","745,1","766,0","1,0",42,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
23.09.2018 06:00,"18,6","744,1","765,7","0,5",75,Wind blowing from the north-northeast,1,,,,,,,"18,6",,,,,,,,"14,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"15,0",,
23.09.2018 03:00,"22,0","743,6","765,0","-0,8",61,Wind blowing from the north,2,,,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
23.09.2018 00:00,"23,8","744,4","765,7","0,3",55,Wind blowing from the north-northeast,2,,5,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
22.09.2018 21:00,"27,3","744,1","765,1","0,9",45,Wind blowing from the north,4,7,9,,,,,,,,,,,,,"14,4",No precipitation,12,,,,
22.09.2018 18:00,"33,2","743,2","763,7","-0,2",28,Wind blowing from the east,1,,,,,,,,"36,2",,,,,,,"12,1",No precipitation,1,,,,
22.09.2018 15:00,"35,8","743,4","763,7","-1,0",21,Wind blowing from the north,1,,6,,,,,,,,,,,,,"10,4",No precipitation,1,,,,
22.09.2018 12:00,"34,1","744,4","765,0","-0,2",26,Wind blowing from the north,2,,5,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
22.09.2018 09:00,"26,9","744,6","765,7","0,9",43,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
22.09.2018 06:00,"16,4","743,7","765,4","0,4",91,Wind blowing from the north,2,,,,,,,"16,2",,,,,,,,"15,0",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"14,0",,
22.09.2018 03:00,"17,3","743,3","765,1","-0,2",85,Wind blowing from the north-northwest,3,,6,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
22.09.2018 00:00,"19,9","743,5","765,1","0,1",73,Wind blowing from the north-northwest,3,5,6,,,,,,,,,,,,,"14,8",No precipitation,1,,,,
21.09.2018 21:00,"22,9","743,4","764,6","1,4",60,Wind blowing from the north-west,5,,9,,,,,,,,,,,,,"14,7",No precipitation,12,,,,
21.09.2018 18:00,"29,8","742,0","762,8","0,0",30,Wind blowing from the north-northwest,5,9,9,,,,,,"34,0",,,,,,,"10,6",No precipitation,1,,,,
21.09.2018 15:00,"33,2","742,0","762,5","-1,2",22,Wind blowing from the north,1,,7,,,,,,,,,,,,,"8,5",No precipitation,1,,,,
21.09.2018 12:00,"30,9","743,2","763,9","-0,4",30,Wind blowing from the north-northwest,3,7,7,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","11,4",No precipitation,1,,,,
21.09.2018 09:00,"21,4","743,6","765,0","1,0",63,Wind blowing from the north-northwest,4,7,8,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","25,0","14,1",No precipitation,1,,,,
21.09.2018 06:00,"16,0","742,6","764,3","0,3",95,Wind blowing from the north-northwest,4,,,,,,,"15,5",,,,,,,,"15,2",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"13,0",,
21.09.2018 03:00,"16,7","742,3","763,9","-0,2",88,Wind blowing from the north,3,,9,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
21.09.2018 00:00,"19,0","742,5","764,0","0,2",69,Wind blowing from the north-west,5,,8,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
20.09.2018 21:00,"22,6","742,3","763,6","0,9",57,Wind blowing from the north-northwest,6,9,10,,,,,,,,,,,,,"13,7",No precipitation,12,,,,
20.09.2018 18:00,"29,6","741,4","762,1","-0,3",31,Wind blowing from the north-west,7,,,,,,,,"34,3",,,,,,,"10,8",No precipitation,1,,,,
20.09.2018 15:00,"33,0","741,7","762,2","-1,1",26,Wind blowing from the north-west,4,7,10,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
20.09.2018 12:00,"31,7","742,8","763,5","-0,5",29,Wind blowing from the north,2,,6,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.","25,0","11,3",,,,,,
20.09.2018 09:00,"25,3","743,3","764,5","0,6",47,Wind blowing from the south-east,1,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,0",,,,,,
20.09.2018 06:00,"16,4","742,7","764,4","0,1",87,Wind blowing from the north,2,,,,,,,"16,2",,,,,,,,"14,2",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"14,0",,
20.09.2018 03:00,"18,5","742,6","764,2","-0,6",72,Wind blowing from the north-west,4,,7,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
20.09.2018 00:00,"20,9","743,2","764,6","0,0",57,Wind blowing from the north-northwest,5,7,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
19.09.2018 21:00,"24,4","743,2","764,4","0,8",45,Wind blowing from the north-northwest,4,7,7,,,,,,,,,,,,,"11,7",No precipitation,12,,,,
19.09.2018 18:00,"30,4","742,4","763,1","0,0",29,Wind blowing from the north-northwest,4,,7,,,,,,"34,0",,,,,,,"10,5",No precipitation,1,,,,
19.09.2018 15:00,"32,8","742,4","763,0","-1,0",26,Wind blowing from the north-west,3,6,7,,,,,,,,,,,,,"10,8",No precipitation,1,,,,
19.09.2018 12:00,"30,6","743,4","764,2","-0,3",32,Wind blowing from the north,2,,,50%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","12,2",No precipitation,1,,,,
19.09.2018 09:00,"22,3","743,7","765,1","1,0",64,Wind blowing from the north,2,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","25,0","15,1",No precipitation,1,,,,
19.09.2018 06:00,"14,5","742,7","764,5","0,6",96,Wind blowing from the north,2,,,,,,,"14,5",,,,,,,,"13,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"11,0",,
19.09.2018 03:00,"15,7","742,1","763,9","-0,2",96,Wind blowing from the north,1,,5,,,,,,,,,,,,,"15,1",No precipitation,1,,,,
19.09.2018 00:00,"18,9","742,3","763,9","0,0",83,Wind blowing from the north,2,,6,,,,,,,,,,,,,"15,9",No precipitation,1,,,,
18.09.2018 21:00,"22,4","742,3","763,6","1,6",66,Wind blowing from the north-northwest,5,,8,,,,,,,,,,,,,"15,6",No precipitation,12,,,,
18.09.2018 18:00,"28,9","740,7","761,5","0,2",38,Wind blowing from the west-northwest,5,,8,,,,,,"32,9",,,,,,,"13,1",No precipitation,1,,,,
18.09.2018 15:00,"31,8","740,5","761,1","-0,6",30,Wind blowing from the west,4,7,8,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
18.09.2018 12:00,"30,7","741,1","761,8","-0,2",31,Wind blowing from the north-west,3,7,7,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","25,0","11,5",No precipitation,1,,,,
18.09.2018 09:00,"23,9","741,3","762,4","1,1",45,Wind blowing from the north-northwest,3,,6,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","11,1",,,,,,
18.09.2018 06:00,"17,5","740,2","761,7","0,4",67,Wind blowing from the north-west,2,,,,,,,"15,7",,,,,,,,"11,3",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"13,0",,
18.09.2018 03:00,"17,2","739,8","761,4","0,2",68,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
18.09.2018 00:00,"18,9","739,6","761,1","-0,3",58,Wind blowing from the west,2,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
17.09.2018 21:00,"21,3","739,9","761,2","1,4",52,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"11,0",No precipitation,12,,,,
17.09.2018 18:00,"28,2","738,5","759,3","-0,2",42,Wind blowing from the west,7,,,,,,,,"34,2",,,,,,,"14,2",No precipitation,1,,,,
17.09.2018 15:00,"33,1","738,7","759,2","-1,8",32,Wind blowing from the south-west,4,7,7,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
17.09.2018 12:00,"30,2","740,5","761,2","-0,6",37,Wind blowing from the west-southwest,2,,5,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","14,1",No precipitation,1,,,,
17.09.2018 09:00,"24,2","741,1","762,1","0,3",54,Wind blowing from the west-northwest,1,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","14,3",No precipitation,1,,,,
17.09.2018 06:00,"16,2","740,8","762,6","0,2",82,"Calm, no wind",0,,,,,,,"16,1",,,,,,,,"13,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"14,0",,
17.09.2018 03:00,"17,5","740,6","762,2","-0,8",79,Wind blowing from the west,1,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
17.09.2018 00:00,"19,1","741,4","762,9","-0,3",72,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
16.09.2018 21:00,"22,8","741,7","763,0","0,5",62,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"15,1",,,,,,
