Local time in Castelo do Neiva,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.06.2018 08:00,"15,6","758,3","762,6","1,0",95,Wind blowing from the north,2,,,,,,,,,,,,,,,"14,8",No precipitation,1,,,,
11.06.2018 07:00,"15,2","757,8","762,1","0,6",99,"Calm, no wind",0,,,,,,,,,,,,,,,"15,0",No precipitation,1,,,,
11.06.2018 06:00,"15,1","757,5","761,8","0,4",97,Wind blowing from the north,1,,,,,,,"14,9",,,,,,,,"14,6",,,Surface of ground moist.,"15,0",,
11.06.2018 05:00,"15,1","757,3","761,6","0,1",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
11.06.2018 04:00,"15,5","757,2","761,5","0,0",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,8",No precipitation,1,,,,
11.06.2018 03:00,"15,2","757,1","761,4","-0,3",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
11.06.2018 02:00,"15,5","757,2","761,5","-0,4",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,0",No precipitation,1,,,,
11.06.2018 01:00,"15,6","757,2","761,5","-0,3",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
11.06.2018 00:00,"15,5","757,4","761,7","0,3",95,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
10.06.2018 23:00,"15,4","757,6","761,8","0,9",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,5",No precipitation,1,,,,
10.06.2018 22:00,"15,4","757,5","761,8","1,1",93,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
10.06.2018 21:00,"15,2","757,1","761,4","1,1",93,Wind blowing from the north,2,,5,,,,,,,,,,,,,"14,0","0,1",12,,,,
10.06.2018 20:00,"15,8","756,7","760,9","0,9",91,Wind blowing from the north,2,,5,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
10.06.2018 19:00,"15,7","756,4","760,6","0,8",90,Wind blowing from the north,2,,7,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
10.06.2018 18:00,"16,6","756,0","760,3","0,5",88,Wind blowing from the north,2,,6,,,,,,"18,7",,,,,,,"14,6","0,1",12,,,,
10.06.2018 17:00,"16,9","755,8","760,1","0,4",85,Wind blowing from the north,3,,6,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
10.06.2018 16:00,"18,1","755,6","759,9","0,3",82,Wind blowing from the north,2,,6,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
10.06.2018 15:00,"17,6","755,5","759,7","0,1",86,Wind blowing from the east-northeast,4,6,8,,,,,,,,,,,,,"15,2",No precipitation,1,,,,
10.06.2018 14:00,"17,4","755,4","759,7","0,2",87,Wind blowing from the north-east,3,6,6,,,,,,,,,,,,,"15,2",No precipitation,1,,,,
10.06.2018 13:00,"16,9","755,3","759,5","0,1",92,Wind blowing from the north,2,,5,,,,,,,,,,,,,"15,5","0,1",1,,,,
10.06.2018 12:00,"16,8","755,4","759,7","0,4",90,Wind blowing from the north,3,,6,,,,,,,,,,,,,"15,2",No precipitation,1,,,,
10.06.2018 11:00,"16,9","755,2","759,5","0,2",93,Wind blowing from the east-northeast,3,6,6,,,,,,,,,,,,,"15,7",No precipitation,1,,,,
10.06.2018 10:00,"16,4","755,2","759,5","0,5",97,Wind blowing from the north,2,,5,,,,,,,,,,,,,"15,9",No precipitation,1,,,,
10.06.2018 09:00,"16,2","755,0","759,3","0,5",100,Wind blowing from the north,2,,,,,,,,,,,,,,,"16,2",No precipitation,1,,,,
10.06.2018 08:00,"15,5","755,0","759,3","0,7",99,Wind blowing from the north,2,,6,,,,,,,,,,,,,"15,4",No precipitation,1,,,,
10.06.2018 07:00,"15,2","754,7","759,0","0,4",99,Wind blowing from the north,1,,7,,,,,,,,,,,,,"15,0",No precipitation,1,,,,
10.06.2018 06:00,"15,0","754,5","758,8","0,1",99,Wind blowing from the north,3,,,,,,,"13,3",,,,,,,,"14,8",11,12,Surface of ground moist.,"14,0",,
10.06.2018 05:00,"15,1","754,3","758,5","-0,3",99,Wind blowing from the north,3,,7,,,,,,,,,,,,,"14,9","0,3",1,,,,
10.06.2018 04:00,"15,0","754,3","758,5","-0,9",100,Wind blowing from the east-northeast,3,6,7,,,,,,,,,,,,,"15,0","0,2",1,,,,
10.06.2018 03:00,"15,0","754,4","758,7","-1,4",98,Wind blowing from the east-northeast,4,7,9,,,,,,,,,,,,,"14,7","0,6",1,,,,
10.06.2018 02:00,"14,4","754,6","758,9","-1,4",98,Wind blowing from the east,4,7,7,,,,,,,,,,,,,"14,1",6,1,,,,
10.06.2018 01:00,"14,1","755,2","759,5","-1,0",98,Wind blowing from the north,2,,6,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
10.06.2018 00:00,"14,1","755,8","760,0","-0,3",98,Wind blowing from the north,2,,6,,,,,,,,,,,,,"13,8",3,6,,,,
09.06.2018 23:00,"14,4","756,0","760,3","0,2",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,2","0,1",1,,,,
09.06.2018 22:00,"14,2","756,2","760,5","0,4",98,"Calm, no wind",0,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
09.06.2018 21:00,"13,8","756,1","760,3","0,2",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,3",4,12,,,,
09.06.2018 20:00,"13,5","755,8","760,0","-0,2",98,Wind blowing from the north,2,,7,,,,,,,,,,,,,"13,2","0,1",1,,,,
09.06.2018 19:00,"13,4","755,8","760,2","-0,5",96,Wind blowing from the north,2,6,7,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
09.06.2018 18:00,"14,1","755,9","760,2","-0,5",95,Wind blowing from the north,2,6,7,,,,,,"18,7",,,,,,,"13,3",3,12,,,,
09.06.2018 17:00,"14,3","756,0","760,3","-0,4",97,Wind blowing from the east,3,7,7,,,,,,,,,,,,,"13,8",1,1,,,,
09.06.2018 16:00,"14,3","756,3","760,6","-0,3",96,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,6","0,8",1,,,,
09.06.2018 15:00,"14,8","756,4","760,7","-0,1",94,Wind blowing from the north,2,,6,,,,,,,,,,,,,"13,9","0,4",1,,,,
09.06.2018 14:00,"15,0","756,4","760,7","-0,1",96,Wind blowing from the north,3,5,6,,,,,,,,,,,,,"14,4","0,4",1,,,,
09.06.2018 13:00,"15,8","756,6","760,9","0,2",90,Wind blowing from the east-northeast,3,6,8,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
09.06.2018 12:00,"17,2","756,5","760,8","0,1",86,Wind blowing from the north,2,6,7,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
09.06.2018 11:00,"16,7","756,5","760,8","0,1",81,Wind blowing from the north,2,,6,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
09.06.2018 10:00,"17,2","756,4","760,7","0,2",76,Wind blowing from the east,3,7,7,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
09.06.2018 09:00,"17,3","756,4","760,6","0,4",79,Wind blowing from the north,1,,5,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
09.06.2018 08:00,"15,9","756,4","760,6","0,6",83,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
09.06.2018 07:00,"12,6","756,2","760,6","0,5",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
09.06.2018 06:00,"11,3","756,0","760,3","-0,1",99,Wind blowing from the north,2,,,,,,,,,,,,,,,"11,2",No precipitation,1,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
09.06.2018 05:00,"9,9","755,8","760,2","-0,3",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
09.06.2018 04:00,"10,7","755,7","760,0","-0,6",99,Wind blowing from the north,2,,,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
09.06.2018 03:00,"10,8","756,1","760,4","-0,4",99,Wind blowing from the north,2,,,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
09.06.2018 02:00,"11,2","756,1","760,4","-0,5",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
09.06.2018 01:00,"11,6","756,3","760,6","-0,3",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
09.06.2018 00:00,"12,3","756,5","760,9","0,1",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
08.06.2018 23:00,"12,4","756,6","760,9","0,5",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,7",,,,,,
08.06.2018 22:00,"13,2","756,6","760,9","0,7",93,"Calm, no wind",0,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
08.06.2018 21:00,"13,8","756,4","760,7","0,9",90,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,2",No precipitation,12,,,,
08.06.2018 20:00,"14,5","756,1","760,3","0,6",90,Wind blowing from the north,1,,5,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
08.06.2018 19:00,"15,6","755,9","760,2","0,5",83,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
08.06.2018 18:00,"17,0","755,5","759,8","0,1",79,Wind blowing from the north,2,,6,,,,,,"19,6",,,,,,,"13,3",No precipitation,1,,,,
08.06.2018 17:00,"16,3","755,5","759,8","0,0",79,Wind blowing from the north,2,,7,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
08.06.2018 16:00,"18,2","755,4","759,7","0,2",77,Wind blowing from the east-northeast,3,6,7,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
08.06.2018 15:00,"18,0","755,4","759,6","0,2",76,Wind blowing from the east,4,7,7,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
08.06.2018 14:00,"18,3","755,5","759,7","0,0",83,Wind blowing from the north,3,7,7,,,,,,,,,,,,,"15,3",No precipitation,1,,,,
08.06.2018 13:00,"18,1","755,2","759,4","-0,1",76,Wind blowing from the north,3,6,6,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
08.06.2018 12:00,"17,2","755,2","759,5","0,0",84,Wind blowing from the north,2,,6,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"15,0","14,5",Trace of precipitation,6,,,,
08.06.2018 11:00,"17,6","755,5","759,7","0,3",80,Wind blowing from the north,3,6,6,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
08.06.2018 10:00,"16,6","755,3","759,6","0,1",81,Wind blowing from the east,3,,,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
08.06.2018 09:00,"15,9","755,2","759,5","0,3",80,Wind blowing from the north,2,,5,70 – 80%.,Clouds generally forming or developing.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","14,0","12,5",,,,,,
08.06.2018 08:00,"13,8","755,2","759,5","0,3",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
08.06.2018 07:00,"12,8","755,2","759,6","0,0",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
08.06.2018 06:00,"11,5","754,9","759,3","-0,6",100,Wind blowing from the north,1,,,,,,,"10,9",,,,,,,,"11,5",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"10,0",,
08.06.2018 05:00,"11,0","754,9","759,3","-1,0",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,8",No precipitation,1,,,,
08.06.2018 04:00,"11,9","755,2","759,5","-1,3",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
08.06.2018 03:00,"12,5","755,5","759,9","-1,3",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
08.06.2018 02:00,"12,5","755,9","760,3","-1,3",98,"Calm, no wind",0,,,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
08.06.2018 01:00,"12,9","756,5","760,9","-0,8",99,"Calm, no wind",0,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
08.06.2018 00:00,"12,9","756,8","761,1","-0,6",98,"Calm, no wind",0,,,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
07.06.2018 23:00,"13,0","757,2","761,5","-0,4",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
07.06.2018 22:00,"13,0","757,3","761,7","-0,6",98,"Calm, no wind",0,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
07.06.2018 21:00,"13,5","757,4","761,7","0,1",97,"Calm, no wind",0,,,,,,,,,,,,,,,"13,0",7,12,,,,
07.06.2018 20:00,"14,0","757,6","762,0","0,3",97,"Calm, no wind",0,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
07.06.2018 19:00,"14,8","757,9","762,2","0,3",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
07.06.2018 18:00,"15,0","757,3","761,5","-0,2",95,"Calm, no wind",0,,,,,,,,"16,3",,,,,,,"14,2",9,12,,,,
07.06.2018 17:00,"15,4","757,3","761,6","0,0",92,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
07.06.2018 16:00,"15,1","757,6","761,8","0,2",93,Wind blowing from the north,2,,,,,,,,,,,,,,,"14,0",No precipitation,1,,,,
07.06.2018 15:00,"15,2","757,5","761,8","-0,3",98,Wind blowing from the north,1,,6,,,,,,,,,,,,,"14,9","0,1",1,,,,
07.06.2018 14:00,"14,7","757,3","761,6","-0,6",97,Wind blowing from the east,4,8,10,,,,,,,,,,,,,"14,2","0,3",1,,,,
07.06.2018 13:00,"15,8","757,4","761,7","-0,8",97,Wind blowing from the north,3,8,9,,,,,,,,,,,,,"15,3",1,1,,,,
07.06.2018 12:00,"15,8","757,8","762,1","-0,5",97,Wind blowing from the north,2,,6,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Rain.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,100-200,,,"3,1","15,4",7,6,,,,
07.06.2018 11:00,"15,4","757,9","762,2","-0,6",98,Wind blowing from the north,2,,6,,,,,,,,,,,,,"15,1",2,1,,,,
07.06.2018 10:00,"15,2","758,2","762,5","-0,3",98,Wind blowing from the north,2,,7,,,,,,,,,,,,,"14,9",2,1,,,,
07.06.2018 09:00,"15,3","758,3","762,6","-0,2",97,Wind blowing from the north,1,,5,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Rain.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,200-300,,,"5,0","14,8",,,,,,
07.06.2018 08:00,"15,4","758,5","762,7","-0,3",94,Wind blowing from the north,2,5,6,,,,,,,,,,,,,"14,4","0,2",1,,,,
07.06.2018 07:00,"14,8","758,5","762,8","-0,2",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,1","0,1",1,,,,
07.06.2018 06:00,"14,6","758,5","762,9","-0,4",96,Wind blowing from the north,1,,,,,,,"14,2",,,,,,,,"14,0","0,6",12,Surface of ground moist.,"15,0",,
07.06.2018 05:00,"14,6","758,8","763,1","-0,6",93,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
07.06.2018 04:00,"14,8","758,7","763,0","-0,8",91,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
07.06.2018 03:00,"14,6","758,9","763,3","-0,9",93,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
07.06.2018 02:00,"14,9","759,4","763,6","-0,7",93,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
07.06.2018 01:00,"14,6","759,5","763,8","-1,0",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
07.06.2018 00:00,"15,2","759,8","764,1","-0,5",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
06.06.2018 23:00,"15,1","760,1","764,4","0,1",94,"Calm, no wind",0,,,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
06.06.2018 22:00,"15,0","760,5","764,8","1,1",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
06.06.2018 21:00,"14,9","760,3","764,7","1,1",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,9",No precipitation,12,,,,
06.06.2018 20:00,"14,8","760,0","764,2","0,9",93,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
06.06.2018 19:00,"15,3","759,4","763,7","0,1",90,Wind blowing from the north,3,,7,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
06.06.2018 18:00,"16,5","759,2","763,5","0,1",86,Wind blowing from the east,3,6,9,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
06.06.2018 17:00,"16,3","759,1","763,4","0,2",86,Wind blowing from the east,3,6,9,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
06.06.2018 16:00,"16,5","759,3","763,6","0,2",87,Wind blowing from the east,4,8,9,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
06.06.2018 15:00,"17,4","759,1","763,4","0,3",84,Wind blowing from the east,5,10,10,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
06.06.2018 14:00,"18,8","758,9","763,2","0,0",83,Wind blowing from the north,3,6,10,,,,,,,,,,,,,"15,8",No precipitation,1,,,,
06.06.2018 13:00,"17,7","759,1","763,3","0,4",88,Wind blowing from the east,5,10,10,,,,,,,,,,,,,"15,7",No precipitation,1,,,,
06.06.2018 12:00,"18,4","758,8","763,0","0,2",85,Wind blowing from the west,4,7,8,50%.,Clouds generally forming or developing.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","16,0","15,9",No precipitation,1,,,,
06.06.2018 11:00,"17,2","758,9","763,2",,90,Wind blowing from the east,4,8,8,,,,,,,,,,,,,"15,5",No precipitation,1,,,,
06.06.2018 10:00,"17,1","758,7","763,0",,88,Wind blowing from the east-northeast,3,6,6,,,,,,,,,,,,,"15,1",No precipitation,1,,,,
06.06.2018 09:00,"16,1","758,6","762,9",,94,Wind blowing from the north,2,,,70 – 80%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","9,0","15,1",,,,,,
05.06.2018 12:00,"14,4","757,9","762,3","-0,4",97,"Calm, no wind",0,,,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Rain.,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"6,0","13,9",5,6,,,,
05.06.2018 11:00,"14,5","758,2","762,5","-0,2",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,8",Trace of precipitation,1,,,,
05.06.2018 10:00,"14,5","758,2","762,5","0,0",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
05.06.2018 09:00,"14,2","758,3","762,7","0,3",97,Wind blowing from the north,1,,,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Rain.,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,100-200,,,"6,0","13,8",,,,,,
05.06.2018 08:00,"13,6","758,4","762,7","0,5",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,2","0,4",1,,,,
05.06.2018 07:00,"13,3","758,2","762,4","0,5",97,"Calm, no wind",0,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
05.06.2018 06:00,"12,0","758,0","762,4","0,1",97,Wind blowing from the north,1,,,,,,,"11,6",,,,,,,,"11,5","0,2",12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"11,0",,
05.06.2018 05:00,"11,8","757,9","762,2","-0,1",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
05.06.2018 04:00,"12,3","757,7","762,1","-0,4",97,"Calm, no wind",0,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
05.06.2018 03:00,"12,9","757,9","762,2","-0,4",96,"Calm, no wind",0,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
05.06.2018 02:00,"13,0","758,0","762,4","-0,5",96,"Calm, no wind",0,,,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
05.06.2018 01:00,"13,8","758,1","762,4","-0,3",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
05.06.2018 00:00,"14,2","758,3","762,7","0,1",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,7","0,2",6,,,,
04.06.2018 23:00,"14,1","758,5","762,7","0,6",96,"Calm, no wind",0,,,,,,,,,,,,,,,"13,4","0,2",1,,,,
04.06.2018 22:00,"14,4","758,4","762,7","0,6",93,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
04.06.2018 21:00,"14,3","758,2","762,5","0,6",91,Wind blowing from the north,2,,6,,,,,,,,,,,,,"12,9",3,12,,,,
04.06.2018 20:00,"14,5","757,9","762,1","0,3",93,Wind blowing from the north,2,,6,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
04.06.2018 19:00,"14,7","757,8","762,1","0,0",91,Wind blowing from the north,3,6,8,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
04.06.2018 18:00,"15,1","757,6","761,9","-0,2",89,Wind blowing from the east-northeast,3,7,7,,,,,,"16,5",,,,,,,"13,3",4,12,,,,
04.06.2018 17:00,"15,9","757,6","761,9","-0,2",86,Wind blowing from the north,3,5,5,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
04.06.2018 16:00,"15,8","757,8","762,1","-0,1",90,Wind blowing from the north,3,,7,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
04.06.2018 15:00,"15,2","757,8","762,1","-0,2",93,Wind blowing from the north-east,4,7,10,,,,,,,,,,,,,"14,1",3,1,,,,
04.06.2018 14:00,"16,0","757,8","762,1","-0,1",81,Wind blowing from the east-northeast,3,6,7,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
04.06.2018 13:00,"16,0","757,9","762,2","0,0",77,Wind blowing from the north-east,4,6,7,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
04.06.2018 12:00,"15,9","758,0","762,3","0,2",81,Wind blowing from the north-west,4,6,7,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","17,0","12,7","0,8",6,,,,
04.06.2018 11:00,"15,7","757,9","762,2","0,3",85,Wind blowing from the east-northeast,3,6,6,,,,,,,,,,,,,"13,1","0,1",1,,,,
04.06.2018 10:00,"14,0","757,9","762,2","0,6",91,Wind blowing from the north,2,,6,,,,,,,,,,,,,"12,6",Trace of precipitation,1,,,,
04.06.2018 09:00,"14,5","757,8","762,1","0,8",89,Wind blowing from the north,2,,,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"16,0","12,7",,,,,,
04.06.2018 08:00,"13,7","757,6","761,9","0,5",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
04.06.2018 07:00,"13,0","757,3","761,6","0,1",97,Wind blowing from the east,3,8,8,,,,,,,,,,,,,"12,6","0,7",1,,,,
04.06.2018 06:00,"13,9","757,0","761,2","-0,6",97,Wind blowing from the north,2,,,,,,,"13,0",,,,,,,,"13,5",3,12,Surface of ground moist.,"13,0",,
04.06.2018 05:00,"13,7","757,1","761,5","-0,8",96,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
04.06.2018 04:00,"13,4","757,2","761,5","-1,1",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,9",2,1,,,,
04.06.2018 03:00,"13,4","757,6","761,9","-0,9",96,Wind blowing from the north,2,,5,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
04.06.2018 02:00,"13,8","757,9","762,2","-1,0",96,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
04.06.2018 01:00,"13,5","758,3","762,7","-0,6",97,Wind blowing from the north,2,5,5,,,,,,,,,,,,,"13,0","0,7",1,,,,
04.06.2018 00:00,"13,6","758,5","762,8","-0,3",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,3","0,8",6,,,,
03.06.2018 23:00,"13,4","758,9","763,3","0,2",97,Wind blowing from the north,3,6,7,,,,,,,,,,,,,"12,9","0,3",1,,,,
03.06.2018 22:00,"14,1","758,9","763,3","0,1",95,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,3","0,1",1,,,,
03.06.2018 21:00,"14,1","758,8","763,1","-0,2",96,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,4","0,3",12,,,,
03.06.2018 20:00,"14,4","758,7","763,0","-0,4",96,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
03.06.2018 19:00,"14,3","758,8","763,1","-0,5",96,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,6","0,3",1,,,,
03.06.2018 18:00,"15,1","759,0","763,3","-0,4",87,Wind blowing from the north,2,,5,,,,,,"18,1",,,,,,,"12,9",No precipitation,1,,,,
03.06.2018 17:00,"15,4","759,1","763,4","-0,5",85,Wind blowing from the east,3,6,8,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
03.06.2018 16:00,"16,2","759,3","763,6","-0,3",78,Wind blowing from the north,2,,8,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
03.06.2018 15:00,"16,7","759,4","763,7","-0,1",78,Wind blowing from the north,3,,6,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
03.06.2018 14:00,"16,2","759,6","763,9","0,2",77,Wind blowing from the east-northeast,4,7,7,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
03.06.2018 13:00,"16,7","759,6","763,9","0,2",78,Wind blowing from the north,3,7,7,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
