Local time in Lisbon,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.11.2018 20:00,"13,6","756,9","766,2","0,1",81,Wind blowing from the north,3,,,,,,,,,,,,,,,"10,3",No precipitation,1,,,,
03.11.2018 19:00,"13,4","756,8","766,2","-0,2",83,Wind blowing from the north,3,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
03.11.2018 18:00,"13,4","756,8","766,2","-0,2",81,Wind blowing from the north,3,,,,,,,,"17,3",,,,,,,"10,1",No precipitation,12,,,,
03.11.2018 17:00,"14,2","756,8","766,2","-0,5",77,Wind blowing from the north,4,,,,,,,,,,,,,,,"10,2",No precipitation,1,,,,
03.11.2018 16:00,"15,4","757,0","766,3","-0,9",76,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
03.11.2018 15:00,"16,2","757,0","766,3","-1,5",71,Wind blowing from the north,4,,,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
03.11.2018 14:00,"16,7","757,3","766,6","-1,5",70,Wind blowing from the north,4,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
03.11.2018 13:00,"15,4","757,9","767,2","-1,1",75,Wind blowing from the north,4,,,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
03.11.2018 12:00,"14,1","758,5","767,9","-0,6",84,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"11,5",No precipitation,6,,,,
03.11.2018 11:00,"14,4","758,8","768,2","0,1",83,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
03.11.2018 10:00,"14,5","759,0","768,3","0,2",84,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
03.11.2018 09:00,"13,5","759,1","768,4","0,4",87,Wind blowing from the north,3,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
03.11.2018 08:00,"12,7","758,7","768,1","-0,1",89,Wind blowing from the north,2,,,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
03.11.2018 07:00,"12,9","758,8","768,1","-0,3",89,Wind blowing from the north,2,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
03.11.2018 06:00,"13,4","758,7","768,1","-0,7",86,Wind blowing from the north,4,,,,,,,"13,2",,,,,,,,"11,0",No precipitation,12,,,,
03.11.2018 05:00,"13,6","758,8","768,2","-0,8",82,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
03.11.2018 04:00,"13,8","759,1","768,4","-0,9",82,Wind blowing from the north,2,,,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
03.11.2018 03:00,"13,9","759,4","768,7","-0,9",83,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
03.11.2018 02:00,"14,3","759,6","769,0","-1,0",82,Wind blowing from the north,4,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
03.11.2018 01:00,"14,5","760,0","769,3","-0,7",80,Wind blowing from the north,4,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
03.11.2018 00:00,"15,0","760,3","769,6","-0,3",81,Wind blowing from the north,4,,,,,,,,,,,,,,,"11,8",No precipitation,6,,,,
02.11.2018 23:00,"15,1","760,6","769,9","0,3",82,Wind blowing from the north,4,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
02.11.2018 22:00,"15,5","760,7","770,0","0,3",80,Wind blowing from the north,3,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
02.11.2018 21:00,"15,6","760,6","769,9","0,3",81,Wind blowing from the north,4,,,,,,,,,,,,,,,"12,4",No precipitation,12,,,,
02.11.2018 20:00,"15,8","760,3","769,6","0,2",83,Wind blowing from the north,5,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
02.11.2018 19:00,"15,6","760,4","769,7","0,3",85,Wind blowing from the north,5,,,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
02.11.2018 18:00,"16,2","760,3","769,6","0,3",82,Wind blowing from the north,3,,,,,,,,"18,9",,,,,,,"13,1",No precipitation,12,,,,
02.11.2018 17:00,"16,5","760,1","769,5","-0,1",80,Wind blowing from the north,4,,,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
02.11.2018 16:00,"16,8","760,1","769,4","-0,2",81,Wind blowing from the north,4,,,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
02.11.2018 15:00,"17,0","760,0","769,3","-0,5",82,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
02.11.2018 14:00,"17,9","760,2","769,4","-0,4",78,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
02.11.2018 13:00,"18,2","760,3","769,5",,77,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
02.11.2018 12:00,"18,1","760,5","769,7","0,1",80,Wind blowing from the north-west,4,,,,,,,,,,,,,,,"14,5",No precipitation,6,,,,
02.11.2018 11:00,"17,8","760,6","769,9","0,8",79,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
02.11.2018 09:00,"16,1","760,4","769,8","0,9",87,Wind blowing from the north-west,3,,,70 – 80%.,State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","14,0",No precipitation,1,,,,
02.11.2018 08:00,"15,7","759,8","769,1","0,4",84,Wind blowing from the west,2,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
02.11.2018 07:00,"15,0","759,4","768,8","0,3",87,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
02.11.2018 06:00,"14,7","759,5","768,9","0,4",88,Wind blowing from the west-southwest,1,,,,,,,"14,1",,,,,,,,"12,7",No precipitation,12,,,,
02.11.2018 05:00,"14,8","759,4","768,8","0,4",88,"Calm, no wind",0,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
02.11.2018 04:00,"14,5","759,1","768,4","0,0",89,Wind blowing from the west,1,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
02.11.2018 03:00,,"759,1","768,4","-0,1",,,,,,,,,,,,,,,,,,,,,,,,
02.11.2018 02:00,"15,1","759,0","768,4","0,1",85,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
02.11.2018 01:00,"14,7","759,1","768,4","0,4",93,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
02.11.2018 00:00,"14,6","759,2","768,5","0,7",93,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"13,5",No precipitation,6,,,,
01.11.2018 23:00,"14,4","758,9","768,3","0,7",90,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
01.11.2018 22:00,"14,4","758,7","768,1","1,0",87,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
01.11.2018 21:00,"14,3","758,5","767,9","1,2",86,Wind blowing from the west,1,,,,,,,,,,,,,,,"11,9",,,,,,
01.11.2018 20:00,"14,5","758,2","767,5","1,3",82,Wind blowing from the west,2,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
01.11.2018 19:00,"14,5","757,7","767,0","1,2",78,Wind blowing from the west,2,,,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
01.11.2018 18:00,"15,2","757,3","766,6","1,0",72,Wind blowing from the west-northwest,3,,,,,,,,,,,,,,,"10,2",No precipitation,1,,,,
01.11.2018 17:00,"16,1","756,9","766,2","0,8",68,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"10,2",No precipitation,1,,,,
01.11.2018 16:00,"16,5","756,5","765,8","0,4",61,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"9,0",No precipitation,1,,,,
01.11.2018 15:00,"17,3","756,3","765,6","0,2",61,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
01.11.2018 14:00,"16,9","756,1","765,4","0,2",60,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"9,0",No precipitation,1,,,,
01.11.2018 13:00,"17,0","756,1","765,3","0,5",63,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
01.11.2018 12:00,"17,3","756,1","765,3","1,1",65,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"10,6",No precipitation,6,,,,
01.11.2018 11:00,"15,8","755,9","765,2","1,6",73,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
01.11.2018 10:00,"14,9","755,6","765,0","1,9",75,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"10,4",No precipitation,1,,,,
01.11.2018 09:00,"13,7","755,0","764,4","1,9",80,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"10,2",No precipitation,1,,,,
01.11.2018 08:00,"12,0","754,3","763,7","1,9",83,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"9,2",No precipitation,1,,,,
01.11.2018 07:00,"10,6","753,7","763,0","2,1",88,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"8,6",No precipitation,1,,,,
01.11.2018 06:00,"10,2","753,1","762,6","2,1",88,Wind blowing from the north,2,,,,,,,"9,3",,,,,,,,"8,2","0,1",12,,,,
01.11.2018 05:00,"10,6","752,4","761,8","1,8",85,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"8,1",No precipitation,1,,,,
01.11.2018 04:00,"9,9","751,6","761,1","1,2",89,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"8,2",No precipitation,1,,,,
01.11.2018 03:00,"9,5","751,0","760,4","1,2",92,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,3",No precipitation,1,,,,
01.11.2018 02:00,"9,9","750,6","760,0","1,4",92,Wind blowing from the north,1,,,,,,,,,,,,,,,"8,6",No precipitation,1,,,,
01.11.2018 01:00,"10,0","750,4","759,8","2,1",92,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"8,7",No precipitation,1,,,,
01.11.2018 00:00,"10,5","749,8","759,1","2,3",93,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"9,4","0,1",6,,,,
31.10.2018 23:00,"10,5","749,2","758,6","2,5",94,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
31.10.2018 22:00,"10,4","748,3","757,6","2,4",95,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
31.10.2018 21:00,"10,6","747,5","756,9","2,4",96,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"10,0",8,12,,,,
31.10.2018 20:00,"10,7","746,7","756,1","2,4",96,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"10,1","0,1",1,,,,
31.10.2018 19:00,"10,6","745,9","755,3","2,2",97,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
31.10.2018 18:00,"10,6","745,1","754,5","2,0",97,Wind blowing from the north-east,4,,,,,,,,"11,4",,,,,,,"10,1",12,12,,,,
31.10.2018 17:00,"10,7","744,3","753,7","1,4",97,Wind blowing from the north-east,4,,,,,,,,,,,,,,,"10,2","0,1",1,,,,
31.10.2018 16:00,"10,6","743,7","753,0","0,6",97,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"10,1","0,3",1,,,,
31.10.2018 15:00,"10,7","743,1","752,4","-0,4",96,Wind blowing from the east-northeast,4,,,,,,,,,,,,,,,"10,1",2,1,,,,
31.10.2018 14:00,"10,7","742,9","752,2","-0,9",95,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"10,0",1,1,,,,
31.10.2018 13:00,"10,6","743,1","752,4","-1,2",95,Wind blowing from the east,2,,,,,,,,,,,,,,,"9,8","0,5",1,,,,
31.10.2018 12:00,"10,8","743,5","752,8","-1,6",94,Wind blowing from the south-east,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,50-100,,,"4,0","9,8",7,6,,,,
31.10.2018 11:00,"10,4","743,8","753,1","-2,4",92,Wind blowing from the south-southeast,4,,,,,,,,,,,,,,,"9,1",2,1,,,,
31.10.2018 10:00,"11,1","744,3","753,6","-2,2",84,Wind blowing from the south-southeast,4,,,,,,,,,,,,,,,"8,5",No precipitation,1,,,,
31.10.2018 09:00,"10,2","745,1","754,4","-1,1",86,Wind blowing from the south,3,,,"90 or more, but not 100%","Rain, not freezing, continuous, slight at time of observation.",Rain.,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"15,0","7,9","0,4",1,,,,
31.10.2018 08:00,"10,2","746,2","755,5","-0,3",90,"Calm, no wind",0,,,,,,,,,,,,,,,"8,6",3,1,,,,
31.10.2018 07:00,"11,0","746,5","755,8","-0,5",89,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"9,2",1,1,,,,
31.10.2018 06:00,"10,9","746,2","755,5","-0,9",85,"Calm, no wind",0,,,,,,,"9,0",,,,,,,,"8,4",3,12,,,,
31.10.2018 05:00,"10,4","746,5","755,8","-0,6",84,"Calm, no wind",0,,,,,,,,,,,,,,,"7,8",No precipitation,1,,,,
31.10.2018 04:00,"10,2","747,0","756,3","-0,1",86,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"8,0",No precipitation,1,,,,
31.10.2018 03:00,"9,7","747,1","756,4","0,0",89,Wind blowing from the west,1,,,,,,,,,,,,,,,"7,9",No precipitation,1,,,,
31.10.2018 02:00,"10,4","747,1","756,4","0,2",87,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"8,3","0,6",1,,,,
31.10.2018 01:00,"11,1","747,1","756,4","0,3",77,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"7,2","0,2",1,,,,
31.10.2018 00:00,"10,6","747,1","756,4","0,6",82,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"7,6",2,6,,,,
30.10.2018 23:00,"10,6","746,9","756,2","0,9",77,Wind blowing from the north-west,4,,,,,,,,,,,,,,,"6,7","0,1",1,,,,
30.10.2018 22:00,"9,6","746,8","756,2","1,2",85,Wind blowing from the west,2,,,,,,,,,,,,,,,"7,2","0,3",1,,,,
30.10.2018 21:00,"9,7","746,5","755,9","1,4",81,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"6,5",4,12,,,,
30.10.2018 20:00,"9,4","746,0","755,4","1,6",79,Wind blowing from the north,4,,,,,,,,,,,,,,,"5,9",1,1,,,,
30.10.2018 19:00,"9,8","745,6","754,9","1,7",77,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"6,0","0,4",1,,,,
30.10.2018 18:00,"10,5","745,1","754,4","1,5",73,Wind blowing from the north,4,,,,,,,,"14,3",,,,,,,"5,8",6,12,,,,
30.10.2018 17:00,"10,6","744,4","753,7","1,0",74,Wind blowing from the north-northwest,6,,,,,,,,,,,,,,,"6,2",1,1,,,,
30.10.2018 16:00,"12,6","743,9","753,1","0,4",66,Wind blowing from the north,4,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
30.10.2018 15:00,"12,1","743,6","752,8","0,5",67,Wind blowing from the north-northwest,5,,,,,,,,,,,,,,,"6,1","0,1",1,,,,
30.10.2018 14:00,"12,1","743,4","752,7","0,1",68,Wind blowing from the north-west,4,,,,,,,,,,,,,,,"6,4","0,1",1,,,,
30.10.2018 13:00,"12,4","743,5","752,8","0,3",68,Wind blowing from the north,4,,,,,,,,,,,,,,,"6,7","0,3",1,,,,
30.10.2018 12:00,"13,2","743,1","752,3","0,5",60,Wind blowing from the north-northwest,6,,,70 – 80%.,Rain (not freezing) not falling as shower(s).,Rain.,Fog or ice fog or thick haze.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,Altocumulus cumulogenitus (or cumulonimbogenitus).,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","5,6",5,6,,,,
30.10.2018 11:00,"12,2","743,3","752,6","1,0",72,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"7,2","0,2",1,,,,
30.10.2018 10:00,"12,2","743,2","752,5","1,4",70,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"6,8",No precipitation,1,,,,
30.10.2018 09:00,"10,6","742,6","751,9","1,3",80,Wind blowing from the north,4,,,"90 or more, but not 100%","Rain, not freezing, continuous, slight at time of observation.",Rain.,Fog or ice fog or thick haze.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","7,2","0,2",1,,,,
30.10.2018 08:00,"10,4","742,3","751,5","1,3",83,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"7,6","0,4",1,,,,
30.10.2018 07:00,"10,9","741,8","751,0","0,6",86,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"8,6",4,1,,,,
30.10.2018 06:00,"12,3","741,3","750,5","-0,6",85,Wind blowing from the west-northwest,3,,,,,,,"11,2",,,,,,,,"9,9",14,12,,,,
30.10.2018 05:00,"13,0","741,0","750,2","-1,2",85,Wind blowing from the west,3,,,,,,,,,,,,,,,"10,5","0,1",1,,,,
30.10.2018 04:00,"12,6","741,2","750,4","-1,7",88,Wind blowing from the west,3,,,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
30.10.2018 03:00,"12,4","741,9","751,1","-2,4",83,Wind blowing from the west,2,,,,,,,,,,,,,,,"9,6",5,1,,,,
30.10.2018 02:00,"13,2","742,2","751,4","-2,9",93,Wind blowing from the south-west,5,,,,,,,,,,,,,,,"12,1","0,5",1,,,,
30.10.2018 01:00,"12,8","742,9","752,2","-3,3",94,Wind blowing from the south-west,6,,,,,,,,,,,,,,,"11,8",4,1,,,,
30.10.2018 00:00,"12,4","744,3","753,5","-2,7",92,Wind blowing from the south-west,5,,,,,,,,,,,,,,,"11,1",5,6,,,,
29.10.2018 23:00,"12,6","745,1","754,3","-2,6",92,Wind blowing from the south-west,4,,,,,,,,,,,,,,,"11,4",1,1,,,,
29.10.2018 22:00,"12,2","746,2","755,5","-2,1",91,Wind blowing from the south-west,4,,,,,,,,,,,,,,,"10,7","0,5",1,,,,
29.10.2018 21:00,"12,2","747,0","756,3","-1,4",89,Wind blowing from the west-southwest,5,,,,,,,,,,,,,,,"10,5",1,12,,,,
29.10.2018 20:00,"12,5","747,7","757,0","-1,2",81,Wind blowing from the west-southwest,4,,,,,,,,,,,,,,,"9,3","0,1",1,,,,
29.10.2018 19:00,"13,2","748,3","757,6","-0,9",74,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"8,6",No precipitation,1,,,,
29.10.2018 18:00,"13,1","748,4","757,7","-1,0",62,Wind blowing from the west,3,,,,,,,,"15,6",,,,,,,"6,0",No precipitation,12,,,,
29.10.2018 17:00,"13,8","748,9","758,2","-0,8",54,Wind blowing from the west,5,,,,,,,,,,,,,,,"4,7",No precipitation,1,,,,
29.10.2018 16:00,"13,9","749,2","758,5","-0,9",56,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"5,3",No precipitation,1,,,,
29.10.2018 15:00,"14,2","749,4","758,7","-1,5",51,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"4,1",No precipitation,1,,,,
29.10.2018 14:00,"14,4","749,7","758,9","-1,5",49,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"3,6",No precipitation,1,,,,
29.10.2018 13:00,"14,3","750,1","759,4","-1,4",52,Wind blowing from the north-west,6,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
29.10.2018 12:00,"13,5","750,9","760,2","-0,4",61,Wind blowing from the north,5,,,40%.,Clouds generally forming or developing.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","6,0",No precipitation,6,,,,
29.10.2018 11:00,"14,1","751,2","760,4","0,1",48,Wind blowing from the north-northwest,5,,,,,,,,,,,,,,,"3,2",No precipitation,1,,,,
29.10.2018 10:00,"13,1","751,5","760,9","0,7",54,Wind blowing from the north-northwest,5,,,,,,,,,,,,,,,"3,8",No precipitation,1,,,,
29.10.2018 09:00,"12,1","751,3","760,6","0,7",61,Wind blowing from the north-northwest,3,,,20–30%.,State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",600-1000,Altocumulus cumulogenitus (or cumulonimbogenitus).,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","4,7",No precipitation,1,,,,
29.10.2018 08:00,"10,6","751,1","760,5","0,4",67,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"4,7",No precipitation,1,,,,
29.10.2018 07:00,"10,1","750,8","760,3","0,3",66,Wind blowing from the north,3,,,,,,,,,,,,,,,"3,9",No precipitation,1,,,,
29.10.2018 06:00,"10,2","750,6","760,0","-0,1",62,Wind blowing from the north,4,,,,,,,"9,9",,,,,,,,"3,1",No precipitation,12,,,,
29.10.2018 05:00,"10,3","750,7","760,1","0,0",58,Wind blowing from the north,4,,,,,,,,,,,,,,,"2,4",No precipitation,1,,,,
29.10.2018 04:00,"10,2","750,5","759,9","0,1",60,Wind blowing from the north,4,,,,,,,,,,,,,,,"2,8",No precipitation,1,,,,
29.10.2018 03:00,"10,4","750,7","760,1","0,2",65,Wind blowing from the north,4,,,,,,,,,,,,,,,"4,0",No precipitation,1,,,,
29.10.2018 02:00,"10,4","750,7","760,0","0,3",65,Wind blowing from the north,5,,,,,,,,,,,,,,,"4,0",No precipitation,1,,,,
29.10.2018 01:00,"10,5","750,4","759,8","0,2",65,Wind blowing from the north,5,,,,,,,,,,,,,,,"4,1",No precipitation,1,,,,
29.10.2018 00:00,"10,6","750,5","760,0","0,6",64,Wind blowing from the north,4,,,,,,,,,,,,,,,"3,9",No precipitation,6,,,,
28.10.2018 23:00,"10,6","750,4","759,8","0,7",62,Wind blowing from the north,5,,,,,,,,,,,,,,,"3,5",No precipitation,1,,,,
28.10.2018 22:00,"10,4","750,2","759,6","0,6",63,Wind blowing from the north,4,,,,,,,,,,,,,,,"3,7",No precipitation,1,,,,
28.10.2018 21:00,"10,5","749,9","759,3","0,7",62,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"3,4",No precipitation,12,,,,
28.10.2018 20:00,"10,8","749,7","759,1","0,9",61,Wind blowing from the north,4,,,,,,,,,,,,,,,"3,4",No precipitation,1,,,,
28.10.2018 19:00,"10,7","749,6","759,0","1,3",61,Wind blowing from the north,4,,,,,,,,,,,,,,,"3,3",No precipitation,1,,,,
28.10.2018 18:00,"11,2","749,2","758,6","1,4",55,Wind blowing from the north,5,,,,,,,,"14,1",,,,,,,"2,5",No precipitation,12,,,,
28.10.2018 17:00,"11,9","748,8","758,1","1,3",53,Wind blowing from the north,8,,,,,,,,,,,,,,,"2,6",No precipitation,1,,,,
28.10.2018 16:00,"12,6","748,3","757,6","0,6",54,Wind blowing from the north,10,,,,,,,,,,,,,,,"3,4",No precipitation,1,,,,
28.10.2018 15:00,"13,3","747,8","757,0","0,0",49,Wind blowing from the north,8,,,,,,,,,,,,,,,"2,8",No precipitation,1,,,,
28.10.2018 14:00,"13,2","747,5","756,8","-0,5",48,Wind blowing from the north,9,,,,,,,,,,,,,,,"2,3",No precipitation,1,,,,
28.10.2018 13:00,"13,8","747,7","757,0","-0,5",48,Wind blowing from the north,7,,,,,,,,,,,,,,,"2,8",No precipitation,1,,,,
28.10.2018 12:00,"13,6","747,8","757,1","-0,2",48,Wind blowing from the north,6,,,,,,,,,,,,,,,"2,8",No precipitation,6,,,,
28.10.2018 11:00,"12,9","748,0","757,3","0,4",53,Wind blowing from the north,7,,,,,,,,,,,,,,,"3,5",No precipitation,1,,,,
28.10.2018 10:00,"12,0","748,2","757,6","1,3",59,Wind blowing from the north,6,,,,,,,,,,,,,,,"4,2",No precipitation,1,,,,
28.10.2018 09:00,"10,6","748,0","757,3","1,2",64,Wind blowing from the north,6,,,,,,,,,,,,,,,"3,9",No precipitation,1,,,,
28.10.2018 08:00,"9,2","747,6","757,0","0,8",69,Wind blowing from the north,6,,,,,,,,,,,,,,,"3,8",No precipitation,1,,,,
28.10.2018 07:00,"8,3","746,9","756,4","0,1",73,Wind blowing from the north,5,,,,,,,,,,,,,,,"3,7",No precipitation,1,,,,
28.10.2018 06:00,"8,5","746,8","756,2","0,0",72,Wind blowing from the north,4,,,,,,,"8,1",,,,,,,,"3,7",1,12,,,,
28.10.2018 05:00,"8,3","746,8","756,3","-0,3",75,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"4,0",No precipitation,1,,,,
28.10.2018 04:00,"8,4","746,8","756,2","-0,1",76,Wind blowing from the north,1,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
28.10.2018 03:00,"9,1","746,8","756,1","-1,6",73,Wind blowing from the north,4,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
28.10.2018 02:00,"8,6","747,1","756,5","-0,9",79,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"5,1","0,1",1,,,,
28.10.2018 01:00,"8,7","746,9","756,4","-2,2",78,Wind blowing from the north-west,5,,,,,,,,,,,,,,,"5,1","0,2",1,,,,
28.10.2018 00:00,"9,6","748,4","757,8","-1,1",76,Wind blowing from the north-northwest,6,,,,,,,,,,,,,,,"5,6",1,6,,,,
27.10.2018 23:00,"9,8","748,0","757,3","-1,5",77,Wind blowing from the north-west,5,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
27.10.2018 22:00,"9,5","749,1","758,5","-0,9",80,Wind blowing from the north,4,,,,,,,,,,,,,,,"6,1","0,5",1,,,,
27.10.2018 21:00,"10,6","749,5","758,8","-0,5",79,Wind blowing from the north,4,,,,,,,,,,,,,,,"7,1","0,3",12,,,,
27.10.2018 20:00,"11,6","749,5","758,9","-0,6",62,Wind blowing from the north,3,,,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
27.10.2018 19:00,"12,5","750,0","759,4","-0,1",62,Wind blowing from the north,5,,,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
27.10.2018 18:00,"12,8","750,0","759,3","-0,1",57,Wind blowing from the north,6,,,,,,,,"17,5",,,,,,,"4,4",No precipitation,12,,,,
27.10.2018 17:00,"13,5","750,1","759,4","-0,3",46,Wind blowing from the north,9,,,,,,,,,,,,,,,"2,0",No precipitation,1,,,,
